Query,Optimizer,Loop,JoinOrder,PreparationTime,ExecutionTime,TotalTime
28a.sql,SkinnerDB,10,10-9-3-4-5-11-6-12-7-0-1-2-13-8-,17.239,29398.8,29424.2
32a.sql,SkinnerDB,10,3-1-2-0-4-5-,4.548,377.781,392.326
11d.sql,SkinnerDB,10,5-2-4-0-1-6-3-7-,7.805,328.238,343.782
19d.sql,SkinnerDB,10,9-5-3-6-4-2-0-1-7-8-,9.548,5260.41,5283.17
4c.sql,SkinnerDB,10,2-4-0-3-1-,4.281,544.916,550.924
26a.sql,SkinnerDB,10,10-4-0-1-2-3-8-5-9-6-11-7-,14.568,2548.64,2576.84
10c.sql,SkinnerDB,10,5-1-6-0-4-3-2-,6.558,1071.72,1088.94
5b.sql,SkinnerDB,10,2-4-0-3-1-,4.588,101.701,107.208
9b.sql,SkinnerDB,10,5-2-1-4-3-6-7-0-,8.143,724.319,740.297
10b.sql,SkinnerDB,10,5-1-6-0-4-2-3-,6.393,907.631,923.161
6a.sql,SkinnerDB,9,2-1-0-3-4-,3.841,299.111,303.978
30a.sql,SkinnerDB,10,10-3-0-1-2-7-4-8-5-9-6-11-,14.474,28992.3,29019.9
23b.sql,SkinnerDB,10,10-6-8-4-9-5-7-3-2-0-1-,11.343,24825.5,24844.4
31a.sql,SkinnerDB,10,10-6-2-7-3-0-9-8-4-5-1-,12.972,29173,29201.3
8b.sql,SkinnerDB,10,3-2-1-0-4-5-6-,7.083,514.575,523.787
2d.sql,SkinnerDB,10,2-4-0-3-1-,3.522,998.775,1007.15
15a.sql,SkinnerDB,10,7-6-3-0-5-2-1-4-8-,8.553,24770.2,24785.4
15c.sql,SkinnerDB,10,7-6-3-0-5-2-1-4-8-,8.67,27932.9,27948.9
33c.sql,SkinnerDB,10,10-8-1-3-11-9-2-7-6-12-4-0-13-5-,16.041,598.689,624.694
2c.sql,SkinnerDB,10,2-4-0-3-1-,3.981,298.839,305.782
21a.sql,SkinnerDB,10,7-6-2-5-4-0-1-3-8-,10.063,28156.1,28168.5
17a.sql,SkinnerDB,10,5-0-6-3-1-4-2-,5.86,11449,11464
13c.sql,SkinnerDB,10,7-6-3-5-1-0-2-8-4-,7.743,1771.97,1783.04
31b.sql,SkinnerDB,10,10-6-2-7-3-0-9-8-4-5-1-,13.544,29109,29130.1
20c.sql,SkinnerDB,10,9-7-5-6-4-3-8-0-1-2-,10.436,1576.52,1595.12
7b.sql,SkinnerDB,10,5-1-4-3-7-0-6-2-,8.008,426.523,436.566
21c.sql,SkinnerDB,10,7-6-2-5-4-0-1-3-8-,10.59,28157.2,28171.2
7c.sql,SkinnerDB,10,5-1-4-3-7-0-6-2-,10.181,15726.4,15749.7
25b.sql,SkinnerDB,10,7-0-5-2-4-1-6-3-8-,11.846,29381.6,29401.6
9d.sql,SkinnerDB,10,5-2-1-4-3-6-7-0-,7.3,1271.42,1292.08
28c.sql,SkinnerDB,10,10-9-3-4-5-11-6-12-7-0-1-2-13-8-,18.767,29556.3,29584.2
14a.sql,SkinnerDB,10,5-1-4-0-6-2-7-3-,9.05,29253.5,29268.7
25a.sql,SkinnerDB,10,7-0-5-2-4-1-6-3-8-,10.374,28755.3,28782.2
12c.sql,SkinnerDB,10,5-2-4-0-1-6-3-7-,8.055,28250.3,28263
16d.sql,SkinnerDB,10,5-4-2-1-0-6-3-7-,6.829,251946,251988
20a.sql,SkinnerDB,10,9-7-5-6-4-3-8-0-1-2-,10.577,2497.27,2515.37
6e.sql,SkinnerDB,9,2-1-0-3-4-,3.542,337.447,344.202
3c.sql,SkinnerDB,10,0-2-3-1-,3.779,28432.1,28439.3
8c.sql,SkinnerDB,10,5-1-4-0-3-2-6-,5.348,2376.01,2392.01
11b.sql,SkinnerDB,10,5-2-4-0-1-6-3-7-,8.535,136.876,147.348
21b.sql,SkinnerDB,10,7-6-2-5-4-0-1-3-8-,9.014,27769.2,27781.9
19b.sql,SkinnerDB,10,9-5-3-6-4-2-0-1-7-8-,9.879,28375.1,28388.3
24a.sql,SkinnerDB,10,10-2-0-1-6-3-7-4-8-5-9-11-,12.594,29143.2,29169.2
1a.sql,SkinnerDB,10,2-4-0-3-1-,4.349,311.492,321.222
23a.sql,SkinnerDB,10,10-6-8-4-9-5-7-3-2-0-1-,11,27792.3,27810.8
29c.sql,SkinnerDB,10,10-5-4-0-13-15-14-8-1-2-6-11-7-12-9-3-16-,20.2,29623,29661.3
22a.sql,SkinnerDB,10,10-5-7-2-9-4-8-3-6-0-1-,13.1,28564,28585.4
26c.sql,SkinnerDB,10,10-4-0-1-2-3-8-5-9-6-11-7-,13.745,2869.08,2894.36
27a.sql,SkinnerDB,10,10-8-9-5-7-3-4-0-1-2-6-11-,13.112,28105.4,28125.9
17c.sql,SkinnerDB,10,5-0-6-3-1-4-2-,5.477,551.798,565.932
30b.sql,SkinnerDB,10,10-3-0-1-2-7-4-8-5-9-6-11-,14.22,28858.1,28884.5
3b.sql,SkinnerDB,10,3-1-2-0-,3.291,27994.7,28003.3
18b.sql,SkinnerDB,10,6-0-5-3-1-4-2-,7.022,28623.1,28631.6
33b.sql,SkinnerDB,10,10-8-1-3-11-9-2-7-6-12-4-0-13-5-,14.52,565.12,588.485
1c.sql,SkinnerDB,10,2-4-0-3-1-,4.121,127.886,133.232
31c.sql,SkinnerDB,10,10-6-2-7-3-0-9-8-4-5-1-,13.232,30195.9,30224.7
28b.sql,SkinnerDB,10,10-9-3-4-5-11-6-12-7-0-1-2-13-8-,17.243,28198.8,28223.4
7a.sql,SkinnerDB,10,5-1-4-3-7-0-6-2-,7.805,751.597,762.029
4a.sql,SkinnerDB,10,2-4-0-3-1-,4,351.399,356.033
16b.sql,SkinnerDB,10,7-4-2-1-0-6-5-3-,6.459,138514,138530
18c.sql,SkinnerDB,10,3-1-0-5-4-2-6-,7.859,29303.8,29316.1
20b.sql,SkinnerDB,10,9-7-5-6-4-3-8-0-1-2-,10.333,1481.13,1493.46
9a.sql,SkinnerDB,10,5-2-1-4-3-6-7-0-,7.785,880.087,894.369
22c.sql,SkinnerDB,10,10-5-7-2-9-4-8-3-6-0-1-,13.391,29108.2,29128.6
22d.sql,SkinnerDB,10,10-5-7-2-9-4-8-3-6-0-1-,12.895,29094.5,29115.9
2b.sql,SkinnerDB,10,2-4-0-3-1-,3.752,526.238,534.913
8d.sql,SkinnerDB,10,5-1-4-0-3-2-6-,5.474,841.1,856.31
32b.sql,SkinnerDB,10,3-1-2-0-4-5-,4.694,352.047,365.298
9c.sql,SkinnerDB,10,5-2-1-4-3-6-7-0-,8.14,957.604,977.844
12b.sql,SkinnerDB,10,5-2-4-0-1-6-3-7-,7.771,27733,27744
17b.sql,SkinnerDB,10,5-0-6-3-1-4-2-,5.431,2402.92,2416.65
1d.sql,SkinnerDB,10,2-4-0-3-1-,3.605,229.472,235.931
27b.sql,SkinnerDB,10,10-8-9-5-7-3-4-0-1-2-6-11-,12.127,27974.9,27992.5
13a.sql,SkinnerDB,10,7-6-3-5-1-0-2-8-4-,7.636,29342.7,29357.7
25c.sql,SkinnerDB,10,7-0-5-2-4-1-6-3-8-,11.091,29863.5,29886.5
6b.sql,SkinnerDB,9,2-1-0-3-4-,4.473,661.003,665.72
2a.sql,SkinnerDB,10,2-4-0-3-1-,3.829,556.895,565.912
13d.sql,SkinnerDB,10,7-6-3-5-1-0-2-8-4-,8.167,2034.59,2050.31
29a.sql,SkinnerDB,10,10-5-4-0-13-15-14-8-1-2-6-11-7-12-9-3-16-,20.717,28927.1,28958.4
14b.sql,SkinnerDB,10,5-1-4-0-6-2-7-3-,8.919,28909.5,28923.1
30c.sql,SkinnerDB,10,10-3-0-1-2-7-4-8-5-9-6-11-,24.559,30704.7,30745.1
6f.sql,SkinnerDB,9,2-1-0-3-4-,4.602,1401.8,1416.17
22b.sql,SkinnerDB,10,10-5-7-2-9-4-8-3-6-0-1-,13.657,28874.5,28897.8
24b.sql,SkinnerDB,10,10-2-0-1-6-3-7-4-8-5-9-11-,13.697,29109.4,29137.5
6d.sql,SkinnerDB,10,2-4-0-3-1-,5.311,22602.5,22615.2
17d.sql,SkinnerDB,10,5-0-6-3-1-4-2-,5.518,894.376,910.641
13b.sql,SkinnerDB,10,7-6-3-5-1-0-2-8-4-,8.326,1839.29,1852.79
17e.sql,SkinnerDB,10,5-0-6-3-1-4-2-,5.043,136798,136818
5a.sql,SkinnerDB,10,2-4-0-3-1-,4.87,126.333,132.645
15d.sql,SkinnerDB,10,7-6-3-0-5-2-1-4-8-,8.259,548.175,567.823
16a.sql,SkinnerDB,10,5-4-2-1-0-6-3-7-,7.247,251274,251316
11c.sql,SkinnerDB,10,5-2-4-0-1-6-3-7-,8.301,311.51,328.193
10a.sql,SkinnerDB,10,5-1-6-0-4-2-3-,6.088,978.25,994.135
11a.sql,SkinnerDB,10,5-2-4-0-1-6-3-7-,8.281,182.094,193.824
5c.sql,SkinnerDB,10,2-4-0-3-1-,4.85,28629.8,28637.8
29b.sql,SkinnerDB,10,10-5-4-0-13-15-14-8-1-2-6-11-7-12-9-3-16-,19.567,26016.6,26047.5
8a.sql,SkinnerDB,10,5-1-4-0-3-2-6-,6.649,612.333,626.014
12a.sql,SkinnerDB,10,5-2-4-0-1-6-3-7-,7.704,27982.3,27994
14c.sql,SkinnerDB,10,5-1-4-0-6-2-7-3-,8.272,29426.5,29441.3
19a.sql,SkinnerDB,10,9-5-3-6-4-2-0-1-7-8-,10.612,28794.9,28810.4
16c.sql,SkinnerDB,10,5-4-2-1-0-6-3-7-,6.656,252262,252300
4b.sql,SkinnerDB,10,2-4-0-3-1-,3.946,79.52,83.559
33a.sql,SkinnerDB,10,10-8-1-3-11-9-2-7-6-12-4-0-13-5-,15.278,562.83,587.954
3a.sql,SkinnerDB,10,0-2-3-1-,4.084,28096.5,28102.3
1b.sql,SkinnerDB,10,2-4-0-3-1-,3.719,183.455,189.5
18a.sql,SkinnerDB,10,5-0-6-3-1-4-2-,6.002,29167.8,29224.9
15b.sql,SkinnerDB,10,7-6-3-0-5-2-1-4-8-,10.28,25469.1,25486.2
23c.sql,SkinnerDB,10,10-6-8-4-9-5-7-3-2-0-1-,11.395,28229.4,28249
26b.sql,SkinnerDB,10,10-4-0-1-2-3-8-5-9-6-11-7-,12.608,2043.38,2065.64
19c.sql,SkinnerDB,10,9-5-3-6-4-2-0-1-7-8-,9.91,29302.6,29320.3
17f.sql,SkinnerDB,10,5-0-6-3-1-4-2-,5.475,37399.3,37415.3
27c.sql,SkinnerDB,10,10-8-9-5-7-3-4-0-1-2-6-11-,13.344,28351.3,28373.6
6c.sql,SkinnerDB,9,2-1-0-3-4-,3.665,260.887,264.68
28a.sql,SkinnerDB,10,10-9-3-4-5-11-6-12-7-0-1-2-13-8-,17.193,29456,29483.3
32a.sql,SkinnerDB,10,3-1-2-0-4-5-,4.409,348.347,363.25
11d.sql,SkinnerDB,10,5-2-4-0-1-6-3-7-,7.775,335.843,352.502
19d.sql,SkinnerDB,10,9-5-3-6-4-2-0-1-7-8-,9.497,5258.11,5283.24
4c.sql,SkinnerDB,10,2-4-0-3-1-,4.305,550.456,556.568
26a.sql,SkinnerDB,10,10-4-0-1-2-3-8-5-9-6-11-7-,14.557,2559.43,2588.17
10c.sql,SkinnerDB,10,5-1-6-0-4-3-2-,6.311,1090.61,1109.09
5b.sql,SkinnerDB,10,2-4-0-3-1-,4.53,101.088,106.484
9b.sql,SkinnerDB,10,5-2-1-4-3-6-7-0-,8.093,723.167,739.13
10b.sql,SkinnerDB,10,5-1-6-0-4-2-3-,6.341,917.641,933.435
6a.sql,SkinnerDB,9,2-1-0-3-4-,3.786,293.103,297.884
30a.sql,SkinnerDB,10,10-3-0-1-2-7-4-8-5-9-6-11-,14.144,29017,29045.7
23b.sql,SkinnerDB,10,10-6-8-4-9-5-7-3-2-0-1-,11.242,24958.8,24977.7
31a.sql,SkinnerDB,10,10-6-2-7-3-0-9-8-4-5-1-,12.796,29167.2,29195.1
8b.sql,SkinnerDB,10,6-3-1-0-4-5-2-,7.045,504.96,514.083
2d.sql,SkinnerDB,10,2-4-0-3-1-,3.427,1002,1010.29
15a.sql,SkinnerDB,10,7-6-3-0-5-2-1-4-8-,8.605,24780.5,24793.6
15c.sql,SkinnerDB,10,7-6-3-0-5-2-1-4-8-,8.483,28049.6,28064.8
33c.sql,SkinnerDB,10,10-8-1-3-11-9-2-7-6-12-4-0-13-5-,15.856,583.835,607.468
2c.sql,SkinnerDB,10,2-4-0-3-1-,3.919,301.459,308.448
21a.sql,SkinnerDB,10,7-6-2-5-4-0-1-3-8-,10.026,28161.9,28174.3
17a.sql,SkinnerDB,10,5-0-6-3-1-4-2-,5.852,11469.9,11483.2
13c.sql,SkinnerDB,10,7-6-3-5-1-0-2-8-4-,7.816,1750.58,1759.91
31b.sql,SkinnerDB,10,10-6-2-7-3-0-9-8-4-5-1-,13.327,29077.3,29098.2
20c.sql,SkinnerDB,10,9-7-5-6-4-3-8-0-1-2-,10.448,1580.26,1599.27
7b.sql,SkinnerDB,10,5-1-4-3-7-0-6-2-,7.959,427.444,437.473
21c.sql,SkinnerDB,10,7-6-2-5-4-0-1-3-8-,10.461,28193.1,28206.8
7c.sql,SkinnerDB,10,5-1-4-3-7-0-6-2-,10.016,15755.6,15778.9
25b.sql,SkinnerDB,10,7-0-5-2-4-1-6-3-8-,11.585,29251.3,29271.3
9d.sql,SkinnerDB,10,5-2-1-4-3-6-7-0-,7.449,1262.33,1283.03
28c.sql,SkinnerDB,10,10-9-3-4-5-11-6-12-7-0-1-2-13-8-,18.581,29595.9,29623.6
14a.sql,SkinnerDB,10,5-1-4-0-6-2-7-3-,9.144,29216.9,29232.2
25a.sql,SkinnerDB,10,7-0-5-2-4-1-6-3-8-,10.526,28643.4,28669.6
12c.sql,SkinnerDB,10,5-2-4-0-1-6-3-7-,7.982,28294.5,28307.8
16d.sql,SkinnerDB,10,5-4-2-1-0-6-3-7-,6.875,250194,250236
20a.sql,SkinnerDB,10,9-7-5-6-4-3-8-0-1-2-,10.721,2483.96,2501.98
6e.sql,SkinnerDB,9,2-1-0-3-4-,3.571,334.114,340.909
3c.sql,SkinnerDB,10,0-2-3-1-,3.623,28442.2,28449.4
8c.sql,SkinnerDB,10,5-1-4-0-3-2-6-,5.546,2369.43,2385.58
11b.sql,SkinnerDB,10,5-2-4-0-1-6-3-7-,8.37,136.768,145.894
21b.sql,SkinnerDB,10,7-6-2-5-4-0-1-3-8-,9.022,27794.7,27806.3
19b.sql,SkinnerDB,10,9-5-3-6-4-2-0-1-7-8-,10.229,28285.4,28298.6
24a.sql,SkinnerDB,10,10-2-0-1-6-3-7-4-8-5-9-11-,12.451,29107.5,29131.5
1a.sql,SkinnerDB,10,2-4-0-3-1-,4.349,295.624,304.314
23a.sql,SkinnerDB,10,10-6-8-4-9-5-7-3-2-0-1-,11.079,27724.9,27741.6
29c.sql,SkinnerDB,10,10-5-4-0-13-15-14-8-1-2-6-11-7-12-9-3-16-,20.02,29570.9,29606.2
22a.sql,SkinnerDB,10,10-5-7-2-9-4-8-3-6-0-1-,13.325,28483.6,28504.5
26c.sql,SkinnerDB,10,10-4-0-1-2-3-8-5-9-6-11-7-,13.666,2840.03,2863.82
27a.sql,SkinnerDB,10,10-8-9-5-7-3-4-0-1-2-6-11-,13.363,28009.5,28029.2
17c.sql,SkinnerDB,10,5-0-6-3-1-4-2-,5.498,550.623,565.293
30b.sql,SkinnerDB,10,10-3-0-1-2-7-4-8-5-9-6-11-,14.438,28844.8,28870.1
3b.sql,SkinnerDB,10,2-3-0-1-,3.109,27686.6,27690.6
18b.sql,SkinnerDB,10,6-0-5-3-1-4-2-,7.038,28656,28664.5
33b.sql,SkinnerDB,10,10-8-1-3-11-9-2-7-6-12-4-0-13-5-,14.562,568.277,591.658
1c.sql,SkinnerDB,10,2-4-0-3-1-,4.17,127.91,133.273
31c.sql,SkinnerDB,10,10-6-2-7-3-0-9-8-4-5-1-,13.961,30162.8,30191.9
28b.sql,SkinnerDB,10,10-9-3-4-5-11-6-12-7-0-1-2-13-8-,17.955,28111.5,28136.6
7a.sql,SkinnerDB,10,5-1-4-3-7-0-6-2-,7.919,752.871,763.484
4a.sql,SkinnerDB,10,2-4-0-3-1-,4.089,348.243,352.981
16b.sql,SkinnerDB,10,7-4-2-1-0-6-5-3-,6.558,139887,139904
18c.sql,SkinnerDB,10,3-1-0-5-4-2-6-,7.978,29277.6,29290.3
20b.sql,SkinnerDB,10,9-7-5-6-4-3-8-0-1-2-,10.478,1483.13,1495.83
9a.sql,SkinnerDB,10,5-2-1-4-3-6-7-0-,8.147,874.217,888.684
22c.sql,SkinnerDB,10,10-5-7-2-9-4-8-3-6-0-1-,13.474,29088.7,29109.6
22d.sql,SkinnerDB,10,10-5-7-2-9-4-8-3-6-0-1-,12.883,29109.3,29130.9
2b.sql,SkinnerDB,10,2-4-0-3-1-,3.663,520.838,529.472
8d.sql,SkinnerDB,10,5-1-4-0-3-2-6-,5.565,842.153,857.514
32b.sql,SkinnerDB,10,3-1-2-0-4-5-,4.533,348.278,361.569
9c.sql,SkinnerDB,10,5-2-1-4-3-6-7-0-,8.147,955.163,975.342
12b.sql,SkinnerDB,10,5-2-4-0-1-6-3-7-,8.097,27696.3,27707.6
17b.sql,SkinnerDB,10,5-0-6-3-1-4-2-,5.567,2424.37,2438.72
1d.sql,SkinnerDB,10,2-4-0-3-1-,3.576,227.519,233.88
27b.sql,SkinnerDB,10,10-8-9-5-7-3-4-0-1-2-6-11-,12.203,27922.1,27939.8
13a.sql,SkinnerDB,10,7-6-3-5-1-0-2-8-4-,7.562,29381.4,29396.3
25c.sql,SkinnerDB,10,7-0-5-2-4-1-6-3-8-,11.242,29820.7,29844
6b.sql,SkinnerDB,9,2-1-0-3-4-,4.485,646.449,651.217
2a.sql,SkinnerDB,10,2-4-0-3-1-,3.715,551.614,560.383
13d.sql,SkinnerDB,10,7-6-3-5-1-0-2-8-4-,8.05,2027.39,2043.28
29a.sql,SkinnerDB,10,10-5-4-0-13-15-14-8-1-2-6-11-7-12-9-3-16-,20.592,28924.6,28955.5
14b.sql,SkinnerDB,10,5-1-4-0-6-2-7-3-,8.92,28864.1,28877.8
30c.sql,SkinnerDB,10,10-3-0-1-2-7-4-8-5-9-6-11-,24.515,30692.6,30732.9
6f.sql,SkinnerDB,9,2-1-0-3-4-,4.67,1402.34,1417.05
22b.sql,SkinnerDB,10,10-5-7-2-9-4-8-3-6-0-1-,13.662,28828.6,28851.7
24b.sql,SkinnerDB,10,10-2-0-1-6-3-7-4-8-5-9-11-,13.735,29087.2,29115.4
6d.sql,SkinnerDB,10,2-4-0-3-1-,5.111,22541.8,22554.2
17d.sql,SkinnerDB,10,5-0-6-3-1-4-2-,5.593,891.097,907.091
13b.sql,SkinnerDB,10,7-6-3-5-1-0-2-8-4-,8.067,1851.7,1864.97
17e.sql,SkinnerDB,10,5-0-6-3-1-4-2-,5.013,129588,129608
5a.sql,SkinnerDB,10,2-4-0-3-1-,4.898,126.183,132.505
15d.sql,SkinnerDB,10,7-6-3-0-5-2-1-4-8-,8.285,560.912,580.481
16a.sql,SkinnerDB,10,5-4-2-1-0-6-3-7-,7.211,252738,252781
11c.sql,SkinnerDB,10,5-2-4-0-1-6-3-7-,8.33,312.798,329.507
10a.sql,SkinnerDB,10,5-1-6-0-4-2-3-,6.115,981.774,997.652
11a.sql,SkinnerDB,10,5-2-4-0-1-6-3-7-,8.397,185.013,196.718
5c.sql,SkinnerDB,10,2-4-0-3-1-,4.886,28592.8,28600.9
29b.sql,SkinnerDB,10,10-5-4-0-13-15-14-8-1-2-6-11-7-12-9-3-16-,19.562,25997.3,26028.4
8a.sql,SkinnerDB,10,5-1-4-0-3-2-6-,6.605,629.015,642.509
12a.sql,SkinnerDB,10,5-2-4-0-1-6-3-7-,7.624,27921.4,27933
14c.sql,SkinnerDB,10,5-1-4-0-6-2-7-3-,8.48,29484.5,29499.6
19a.sql,SkinnerDB,10,9-5-3-6-4-2-0-1-7-8-,10.412,28758.8,28774
16c.sql,SkinnerDB,10,6-1-5-3-4-2-7-0-,6.787,15583.5,15601.3
4b.sql,SkinnerDB,10,2-4-0-3-1-,4.027,79.166,83.28
33a.sql,SkinnerDB,10,10-8-1-3-11-9-2-7-6-12-4-0-13-5-,14.96,566.071,590.765
3a.sql,SkinnerDB,10,0-2-3-1-,4.02,28077.6,28083.5
1b.sql,SkinnerDB,10,2-4-0-3-1-,3.839,182.361,188.522
18a.sql,SkinnerDB,10,5-0-6-3-1-4-2-,5.967,29196.2,29252.8
15b.sql,SkinnerDB,10,7-6-3-0-5-2-1-4-8-,10.494,25496.2,25513.4
23c.sql,SkinnerDB,10,10-6-8-4-9-5-7-3-2-0-1-,11.234,28198.5,28216.6
26b.sql,SkinnerDB,10,10-4-0-1-2-3-8-5-9-6-11-7-,12.385,2038.19,2059.07
19c.sql,SkinnerDB,10,9-5-3-6-4-2-0-1-7-8-,9.85,29291.4,29309.2
17f.sql,SkinnerDB,10,5-0-6-3-1-4-2-,5.437,37200.9,37215.3
27c.sql,SkinnerDB,10,10-8-9-5-7-3-4-0-1-2-6-11-,13.352,28349.6,28371.2
6c.sql,SkinnerDB,9,2-1-0-3-4-,3.676,263.444,267.254
28a.sql,SkinnerDB,10,10-9-3-4-5-11-6-12-7-0-1-2-13-8-,17.183,29384.5,29409.8
32a.sql,SkinnerDB,10,3-1-2-0-4-5-,4.506,331.228,344.654
11d.sql,SkinnerDB,10,5-2-4-0-1-6-3-7-,7.7,326.359,341.848
19d.sql,SkinnerDB,10,9-5-3-6-4-2-0-1-7-8-,9.422,5196.21,5219.02
4c.sql,SkinnerDB,10,2-4-0-3-1-,4.321,549.35,555.276
26a.sql,SkinnerDB,10,10-4-0-1-2-3-8-5-9-6-11-7-,14.491,2558.15,2585.49
10c.sql,SkinnerDB,10,5-1-6-0-4-3-2-,6.232,1081.5,1098.66
5b.sql,SkinnerDB,10,2-4-0-3-1-,4.462,98.825,104.194
9b.sql,SkinnerDB,10,5-2-1-4-3-6-7-0-,8.08,703.959,718.061
10b.sql,SkinnerDB,10,5-1-6-0-4-2-3-,6.28,893.379,907.141
6a.sql,SkinnerDB,9,2-1-0-3-4-,3.778,294.802,299.6
30a.sql,SkinnerDB,10,10-3-0-1-2-7-4-8-5-9-6-11-,14.328,28979.1,29006.1
23b.sql,SkinnerDB,10,10-6-8-4-9-5-7-3-2-0-1-,11.225,24818.6,24837.4
31a.sql,SkinnerDB,10,10-6-2-7-3-0-9-8-4-5-1-,12.622,29095.2,29123.3
8b.sql,SkinnerDB,10,6-3-1-0-4-5-2-,7.03,506.652,515.689
2d.sql,SkinnerDB,10,2-4-0-3-1-,3.391,992.554,1000.74
15a.sql,SkinnerDB,10,7-6-3-0-5-2-1-4-8-,8.603,24789.2,24802.2
15c.sql,SkinnerDB,10,7-6-3-0-5-2-1-4-8-,8.365,28054.1,28069.2
33c.sql,SkinnerDB,10,10-8-1-3-11-9-2-7-6-12-4-0-13-5-,15.694,586.789,610.312
2c.sql,SkinnerDB,10,2-4-0-3-1-,3.943,302.134,309.107
21a.sql,SkinnerDB,10,7-6-2-5-4-0-1-3-8-,10.102,28186.6,28199.2
17a.sql,SkinnerDB,10,5-0-6-3-1-4-2-,5.859,11662.9,11676.6
13c.sql,SkinnerDB,10,7-6-3-5-1-0-2-8-4-,7.755,1763.51,1772.76
31b.sql,SkinnerDB,10,10-6-2-7-3-0-9-8-4-5-1-,13.289,29050.6,29071.4
20c.sql,SkinnerDB,10,9-7-5-6-4-3-8-0-1-2-,10.514,1580.66,1599.44
7b.sql,SkinnerDB,10,5-1-4-3-7-0-6-2-,8.017,424.274,434.463
21c.sql,SkinnerDB,10,7-6-2-5-4-0-1-3-8-,10.582,28269.5,28283.3
7c.sql,SkinnerDB,10,5-1-4-3-7-0-6-2-,10.143,15720.5,15743.9
25b.sql,SkinnerDB,10,7-0-5-2-4-1-6-3-8-,11.438,29245.6,29265.5
9d.sql,SkinnerDB,10,5-2-1-4-3-6-7-0-,7.372,1262.15,1282.74
28c.sql,SkinnerDB,10,10-9-3-4-5-11-6-12-7-0-1-2-13-8-,18.438,29586.5,29614
14a.sql,SkinnerDB,10,5-1-4-0-6-2-7-3-,8.719,29234.5,29249.3
25a.sql,SkinnerDB,10,7-0-5-2-4-1-6-3-8-,10.384,28702.5,28727.8
12c.sql,SkinnerDB,10,5-2-4-0-1-6-3-7-,7.901,28276.6,28289.2
16d.sql,SkinnerDB,10,5-4-2-1-0-6-3-7-,6.838,251634,251675
20a.sql,SkinnerDB,10,9-7-5-6-4-3-8-0-1-2-,10.777,2496.88,2514.98
6e.sql,SkinnerDB,9,2-1-0-3-4-,3.71,335.64,342.495
3c.sql,SkinnerDB,10,0-2-3-1-,3.649,28416.2,28423.6
8c.sql,SkinnerDB,10,5-1-4-0-3-2-6-,5.442,2383.02,2397.02
11b.sql,SkinnerDB,10,5-2-4-0-1-6-3-7-,8.179,127.753,136.685
21b.sql,SkinnerDB,10,7-6-2-5-4-0-1-3-8-,8.913,27821.1,27832.7
19b.sql,SkinnerDB,10,9-5-3-6-4-2-0-1-7-8-,9.795,28255.4,28268.3
24a.sql,SkinnerDB,10,10-2-0-1-6-3-7-4-8-5-9-11-,12.66,29172.6,29198.4
1a.sql,SkinnerDB,10,2-4-0-3-1-,4.524,309.116,317.907
23a.sql,SkinnerDB,10,10-6-8-4-9-5-7-3-2-0-1-,10.905,27742.6,27759.1
29c.sql,SkinnerDB,10,10-5-4-0-13-15-14-8-1-2-6-11-7-12-9-3-16-,19.951,29568.5,29603.4
22a.sql,SkinnerDB,10,10-5-7-2-9-4-8-3-6-0-1-,13.115,28452,28471.9
26c.sql,SkinnerDB,10,10-4-0-1-2-3-8-5-9-6-11-7-,13.265,2856.34,2879.48
27a.sql,SkinnerDB,10,10-8-9-5-7-3-4-0-1-2-6-11-,12.935,28034.6,28054
17c.sql,SkinnerDB,10,5-0-6-3-1-4-2-,5.472,553.358,567.414
30b.sql,SkinnerDB,10,10-3-0-1-2-7-4-8-5-9-6-11-,14.222,28838,28863.6
3b.sql,SkinnerDB,10,2-3-0-1-,3.123,27750.9,27755
18b.sql,SkinnerDB,10,6-0-5-3-1-4-2-,7.006,28678,28686.5
33b.sql,SkinnerDB,10,10-8-1-3-11-9-2-7-6-12-4-0-13-5-,14.669,568.796,591.526
1c.sql,SkinnerDB,10,2-4-0-3-1-,4.12,130.412,135.704
31c.sql,SkinnerDB,10,10-6-2-7-3-0-9-8-4-5-1-,13.258,30185.3,30213.6
28b.sql,SkinnerDB,10,10-9-3-4-5-11-6-12-7-0-1-2-13-8-,17.698,28160.8,28185.5
7a.sql,SkinnerDB,10,5-1-4-3-7-0-6-2-,7.8,770.619,781.114
4a.sql,SkinnerDB,10,2-4-0-3-1-,3.998,347.936,352.58
16b.sql,SkinnerDB,10,7-4-2-1-0-6-5-3-,6.477,139368,139384
18c.sql,SkinnerDB,10,3-1-0-5-4-2-6-,8.002,29366.7,29379.3
20b.sql,SkinnerDB,10,9-7-5-6-4-3-8-0-1-2-,10.364,1488.02,1500.4
9a.sql,SkinnerDB,10,5-2-1-4-3-6-7-0-,7.939,873.797,888.114
22c.sql,SkinnerDB,10,10-5-7-2-9-4-8-3-6-0-1-,13.349,29120,29140.3
22d.sql,SkinnerDB,10,10-5-7-2-9-4-8-3-6-0-1-,12.957,29117.6,29137.4
2b.sql,SkinnerDB,10,2-4-0-3-1-,3.663,508.013,515.126
8d.sql,SkinnerDB,10,5-1-4-0-3-2-6-,5.363,840.089,853.448
32b.sql,SkinnerDB,10,3-1-2-0-4-5-,4.661,347.178,359.493
